u,i,ts,label,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7
0,3,16,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5,16,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,16,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,5,16,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,16,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,6,16,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,16,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,7,16,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,0,16,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4,5,16,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5,0,16,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,6,16,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6,0,16,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,5,16,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7,0,16,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,5,16,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,20,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5,20,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,20,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,7,20,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,20,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,5,20,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,20,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,5,20,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,3,20,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4,6,20,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,0,20,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,5,20,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,0,20,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,6,20,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7,0,20,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,5,20,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,24,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,7,24,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,24,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,7,24,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,24,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,7,24,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,24,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3,7,24,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,1,24,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4,6,24,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,0,24,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,7,24,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,1,24,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6,5,24,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7,0,24,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,7,24,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,28,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,6,28,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,28,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,6,28,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,28,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,6,28,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,2,28,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3,6,28,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,1,28,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4,6,28,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,0,28,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,6,28,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6,2,28,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6,7,28,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,0,28,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,6,28,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,32,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,7,32,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,32,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,6,32,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,32,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,7,32,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,32,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,6,32,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,0,32,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4,5,32,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5,0,32,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,7,32,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,2,32,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6,6,32,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7,0,32,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,5,32,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,36,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,6,36,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,36,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,7,36,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,36,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,5,36,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,36,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,7,36,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,0,36,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4,5,36,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5,4,36,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,5,36,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,4,36,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6,7,36,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,2,36,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7,7,36,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,40,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5,40,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,40,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7,40,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,3,40,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,7,40,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,40,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,5,40,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,3,40,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4,5,40,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5,4,40,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,7,40,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,4,40,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6,5,40,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7,2,40,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7,5,40,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,44,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,6,44,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,44,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6,44,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,44,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,6,44,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,44,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,6,44,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,1,44,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4,6,44,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,4,44,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,6,44,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6,4,44,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6,7,44,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,4,44,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7,6,44,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,3,48,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,6,48,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,48,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7,48,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,48,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,7,48,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,48,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,6,48,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,4,48,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,6,48,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,0,48,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,5,48,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,3,48,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,6,48,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7,4,48,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7,6,48,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,3,52,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,7,52,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,52,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5,52,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,52,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,5,52,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,52,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,5,52,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,4,52,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,6,52,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,0,52,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,5,52,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,3,52,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,5,52,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7,3,52,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7,5,52,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,56,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5,56,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,56,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6,56,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,56,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,6,56,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,56,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,6,56,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,4,56,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,5,56,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5,0,56,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,7,56,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,3,56,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,7,56,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,3,56,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7,6,56,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,60,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,5,60,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,60,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5,60,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,60,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,6,60,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,60,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,7,60,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,4,60,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,7,60,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,0,60,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,7,60,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,2,60,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6,5,60,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7,3,60,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7,5,60,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,64,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,7,64,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,64,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7,64,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,64,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,7,64,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,64,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,6,64,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,4,64,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,6,64,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,4,64,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,6,64,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6,4,64,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6,7,64,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,0,64,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,7,64,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,68,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,6,68,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,68,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6,68,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4,68,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2,7,68,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,68,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,6,68,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,4,68,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,7,68,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,4,68,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,6,68,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6,0,68,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,6,68,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7,0,68,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,6,68,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,72,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,6,72,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,72,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5,72,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,72,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,5,72,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,72,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,7,72,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,1,72,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4,7,72,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,0,72,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,7,72,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,0,72,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,7,72,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,2,72,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7,6,72,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,76,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,5,76,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,4,76,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7,76,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,76,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,6,76,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,4,76,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,5,76,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,0,76,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4,6,76,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,0,76,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,5,76,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,0,76,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,7,76,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,2,76,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7,5,76,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,80,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,6,80,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,80,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5,80,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,80,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,7,80,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,80,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3,7,80,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,3,80,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
