,u,i,ts,label,idx
88,5,4,20.0,0.0,89
89,5,7,20.0,0.0,90
90,6,1,20.0,0.0,91
91,6,6,20.0,0.0,92
92,7,1,20.0,0.0,93
93,7,7,20.0,0.0,94
94,8,1,20.0,0.0,95
95,8,6,20.0,0.0,96
96,1,1,24.0,0.0,97
97,1,8,24.0,0.0,98
98,2,1,24.0,0.0,99
99,2,8,24.0,0.0,100
100,3,1,24.0,0.0,101
101,3,8,24.0,0.0,102
102,4,3,24.0,0.0,103
103,4,8,24.0,0.0,104
104,5,2,24.0,0.0,105
105,5,7,24.0,0.0,106
106,6,1,24.0,0.0,107
107,6,8,24.0,0.0,108
108,7,2,24.0,0.0,109
109,7,6,24.0,0.0,110
110,8,1,24.0,0.0,111
111,8,8,24.0,0.0,112
112,1,1,28.0,0.0,113
113,1,7,28.0,0.0,114
114,2,1,28.0,0.0,115
115,2,7,28.0,0.0,116
116,3,1,28.0,0.0,117
117,3,7,28.0,0.0,118
118,4,3,28.0,0.0,119
119,4,7,28.0,0.0,120
120,5,2,28.0,0.0,121
121,5,7,28.0,0.0,122
122,6,1,28.0,0.0,123
123,6,7,28.0,0.0,124
124,7,3,28.0,0.0,125
125,7,8,28.0,0.0,126
126,8,1,28.0,0.0,127
127,8,7,28.0,0.0,128
128,1,1,32.0,0.0,129
129,1,8,32.0,0.0,130
130,2,1,32.0,0.0,131
131,2,7,32.0,0.0,132
132,3,1,32.0,0.0,133
133,3,8,32.0,0.0,134
134,4,5,32.0,0.0,135
135,4,7,32.0,0.0,136
136,5,1,32.0,0.0,137
137,5,6,32.0,0.0,138
138,6,1,32.0,0.0,139
139,6,8,32.0,0.0,140
140,7,3,32.0,0.0,141
141,7,7,32.0,0.0,142
142,8,1,32.0,0.0,143
143,8,6,32.0,0.0,144
144,1,1,36.0,0.0,145
145,1,7,36.0,0.0,146
146,2,1,36.0,0.0,147
147,2,8,36.0,0.0,148
148,3,1,36.0,0.0,149
149,3,6,36.0,0.0,150
150,4,5,36.0,0.0,151
151,4,8,36.0,0.0,152
152,5,1,36.0,0.0,153
153,5,6,36.0,0.0,154
154,6,5,36.0,0.0,155
155,6,6,36.0,0.0,156
156,7,5,36.0,0.0,157
157,7,8,36.0,0.0,158
158,8,3,36.0,0.0,159
159,8,8,36.0,0.0,160
160,1,4,40.0,0.0,161
161,1,6,40.0,0.0,162
162,2,2,40.0,0.0,163
163,2,8,40.0,0.0,164
164,3,4,40.0,0.0,165
165,3,8,40.0,0.0,166
166,4,5,40.0,0.0,167
167,4,6,40.0,0.0,168
168,5,4,40.0,0.0,169
169,5,6,40.0,0.0,170
170,6,5,40.0,0.0,171
171,6,8,40.0,0.0,172
172,7,5,40.0,0.0,173
173,7,6,40.0,0.0,174
174,8,3,40.0,0.0,175
175,8,6,40.0,0.0,176
176,1,4,44.0,0.0,177
177,1,7,44.0,0.0,178
178,2,2,44.0,0.0,179
179,2,7,44.0,0.0,180
180,3,2,44.0,0.0,181
181,3,7,44.0,0.0,182
182,4,1,44.0,0.0,183
183,4,7,44.0,0.0,184
184,5,2,44.0,0.0,185
185,5,7,44.0,0.0,186
186,6,5,44.0,0.0,187
187,6,7,44.0,0.0,188
188,7,5,44.0,0.0,189
189,7,8,44.0,0.0,190
190,8,5,44.0,0.0,191
191,8,7,44.0,0.0,192
192,1,4,48.0,0.0,193
193,1,7,48.0,0.0,194
194,2,2,48.0,0.0,195
195,2,8,48.0,0.0,196
196,3,2,48.0,0.0,197
197,3,8,48.0,0.0,198
198,4,1,48.0,0.0,199
199,4,7,48.0,0.0,200
200,5,5,48.0,0.0,201
201,5,7,48.0,0.0,202
202,6,1,48.0,0.0,203
203,6,6,48.0,0.0,204
204,7,4,48.0,0.0,205
205,7,7,48.0,0.0,206
206,8,5,48.0,0.0,207
207,8,7,48.0,0.0,208
208,1,4,52.0,0.0,209
209,1,8,52.0,0.0,210
210,2,4,52.0,0.0,211
211,2,6,52.0,0.0,212
212,3,3,52.0,0.0,213
213,3,6,52.0,0.0,214
214,4,1,52.0,0.0,215
215,4,6,52.0,0.0,216
216,5,5,52.0,0.0,217
217,5,7,52.0,0.0,218
218,6,1,52.0,0.0,219
219,6,6,52.0,0.0,220
220,7,4,52.0,0.0,221
221,7,6,52.0,0.0,222
222,8,4,52.0,0.0,223
223,8,6,52.0,0.0,224
224,1,4,56.0,0.0,225
225,1,6,56.0,0.0,226
226,2,4,56.0,0.0,227
227,2,7,56.0,0.0,228
228,3,3,56.0,0.0,229
229,3,7,56.0,0.0,230
230,4,1,56.0,0.0,231
231,4,7,56.0,0.0,232
232,5,5,56.0,0.0,233
233,5,6,56.0,0.0,234
234,6,1,56.0,0.0,235
235,6,8,56.0,0.0,236
236,7,4,56.0,0.0,237
237,7,8,56.0,0.0,238
238,8,4,56.0,0.0,239
239,8,7,56.0,0.0,240
240,1,1,60.0,0.0,241
241,1,6,60.0,0.0,242
242,2,2,60.0,0.0,243
243,2,6,60.0,0.0,244
244,3,1,60.0,0.0,245
245,3,7,60.0,0.0,246
246,4,2,60.0,0.0,247
247,4,8,60.0,0.0,248
248,5,5,60.0,0.0,249
249,5,8,60.0,0.0,250
250,6,1,60.0,0.0,251
251,6,8,60.0,0.0,252
252,7,3,60.0,0.0,253
253,7,6,60.0,0.0,254
254,8,4,60.0,0.0,255
255,8,6,60.0,0.0,256
256,1,1,64.0,0.0,257
257,1,8,64.0,0.0,258
258,2,2,64.0,0.0,259
259,2,8,64.0,0.0,260
260,3,1,64.0,0.0,261
261,3,8,64.0,0.0,262
262,4,2,64.0,0.0,263
263,4,7,64.0,0.0,264
264,5,5,64.0,0.0,265
265,5,7,64.0,0.0,266
266,6,5,64.0,0.0,267
267,6,7,64.0,0.0,268
268,7,5,64.0,0.0,269
269,7,8,64.0,0.0,270
270,8,1,64.0,0.0,271
271,8,8,64.0,0.0,272
272,1,1,68.0,0.0,273
273,1,7,68.0,0.0,274
274,2,2,68.0,0.0,275
275,2,7,68.0,0.0,276
276,3,5,68.0,0.0,277
277,3,8,68.0,0.0,278
278,4,5,68.0,0.0,279
279,4,7,68.0,0.0,280
280,5,5,68.0,0.0,281
281,5,8,68.0,0.0,282
282,6,5,68.0,0.0,283
283,6,7,68.0,0.0,284
284,7,1,68.0,0.0,285
285,7,7,68.0,0.0,286
286,8,1,68.0,0.0,287
287,8,7,68.0,0.0,288
288,1,1,72.0,0.0,289
289,1,7,72.0,0.0,290
290,2,5,72.0,0.0,291
291,2,6,72.0,0.0,292
292,3,3,72.0,0.0,293
293,3,6,72.0,0.0,294
294,4,5,72.0,0.0,295
295,4,8,72.0,0.0,296
296,5,2,72.0,0.0,297
297,5,8,72.0,0.0,298
298,6,1,72.0,0.0,299
299,6,8,72.0,0.0,300
300,7,1,72.0,0.0,301
301,7,8,72.0,0.0,302
302,8,3,72.0,0.0,303
303,8,7,72.0,0.0,304
304,1,1,76.0,0.0,305
305,1,6,76.0,0.0,306
306,2,5,76.0,0.0,307
307,2,8,76.0,0.0,308
308,3,3,76.0,0.0,309
309,3,7,76.0,0.0,310
310,4,5,76.0,0.0,311
311,4,6,76.0,0.0,312
312,5,1,76.0,0.0,313
313,5,7,76.0,0.0,314
314,6,1,76.0,0.0,315
315,6,6,76.0,0.0,316
316,7,1,76.0,0.0,317
317,7,8,76.0,0.0,318
318,8,3,76.0,0.0,319
319,8,6,76.0,0.0,320
320,1,1,80.0,0.0,321
321,1,7,80.0,0.0,322
322,2,5,80.0,0.0,323
323,2,6,80.0,0.0,324
324,3,3,80.0,0.0,325
325,3,8,80.0,0.0,326
326,4,3,80.0,0.0,327
327,4,8,80.0,0.0,328
328,5,4,80.0,0.0,329
329,5,7,80.0,0.0,330
330,6,1,80.0,0.0,331
331,6,6,80.0,0.0,332
332,7,1,80.0,0.0,333
333,7,6,80.0,0.0,334
334,8,4,80.0,0.0,335
335,8,7,80.0,0.0,336
336,1,4,84.0,0.0,337
337,1,6,84.0,0.0,338
338,2,1,84.0,0.0,339
339,2,8,84.0,0.0,340
340,3,5,84.0,0.0,341
341,3,6,84.0,0.0,342
342,4,3,84.0,0.0,343
343,4,8,84.0,0.0,344
344,5,2,84.0,0.0,345
345,5,8,84.0,0.0,346
346,6,2,84.0,0.0,347
347,6,8,84.0,0.0,348
348,7,1,84.0,0.0,349
349,7,7,84.0,0.0,350
350,8,4,84.0,0.0,351
351,8,6,84.0,0.0,352
352,1,4,88.0,0.0,353
353,1,6,88.0,0.0,354
354,2,1,88.0,0.0,355
355,2,7,88.0,0.0,356
356,3,1,88.0,0.0,357
357,3,7,88.0,0.0,358
358,4,5,88.0,0.0,359
359,4,7,88.0,0.0,360
360,5,2,88.0,0.0,361
361,5,8,88.0,0.0,362
362,6,2,88.0,0.0,363
363,6,6,88.0,0.0,364
364,7,1,88.0,0.0,365
365,7,6,88.0,0.0,366
366,8,3,88.0,0.0,367
367,8,8,88.0,0.0,368
368,1,2,92.0,0.0,369
369,1,8,92.0,0.0,370
370,2,1,92.0,0.0,371
371,2,8,92.0,0.0,372
372,3,1,92.0,0.0,373
373,3,7,92.0,0.0,374
374,4,5,92.0,0.0,375
375,4,7,92.0,0.0,376
376,5,1,92.0,0.0,377
377,5,6,92.0,0.0,378
378,6,2,92.0,0.0,379
379,6,6,92.0,0.0,380
380,7,1,92.0,0.0,381
381,7,8,92.0,0.0,382
382,8,5,92.0,0.0,383
383,8,7,92.0,0.0,384
384,1,2,96.0,0.0,385
385,1,7,96.0,0.0,386
386,2,1,96.0,0.0,387
387,2,6,96.0,0.0,388
388,3,1,96.0,0.0,389
389,3,6,96.0,0.0,390
390,4,1,96.0,0.0,391
391,4,6,96.0,0.0,392
392,5,1,96.0,0.0,393
393,5,6,96.0,0.0,394
394,6,2,96.0,0.0,395
395,6,8,96.0,0.0,396
396,7,1,96.0,0.0,397
397,7,6,96.0,0.0,398
398,8,1,96.0,0.0,399
399,8,7,96.0,0.0,400
400,1,2,100.0,0.0,401
401,1,6,100.0,0.0,402
402,2,4,100.0,0.0,403
403,2,8,100.0,0.0,404
404,3,1,100.0,0.0,405
405,3,6,100.0,0.0,406
406,4,1,100.0,0.0,407
407,4,7,100.0,0.0,408
408,5,1,100.0,0.0,409
409,5,8,100.0,0.0,410
410,6,2,100.0,0.0,411
411,6,6,100.0,0.0,412
412,7,1,100.0,0.0,413
413,7,8,100.0,0.0,414
414,8,4,100.0,0.0,415
415,8,6,100.0,0.0,416
416,1,2,104.0,0.0,417
417,1,8,104.0,0.0,418
418,2,4,104.0,0.0,419
419,2,6,104.0,0.0,420
420,3,2,104.0,0.0,421
421,3,7,104.0,0.0,422
422,4,1,104.0,0.0,423
423,4,6,104.0,0.0,424
424,5,2,104.0,0.0,425
425,5,6,104.0,0.0,426
426,6,2,104.0,0.0,427
427,6,7,104.0,0.0,428
428,7,4,104.0,0.0,429
429,7,6,104.0,0.0,430
430,8,4,104.0,0.0,431
431,8,8,104.0,0.0,432
432,1,2,108.0,0.0,433
433,1,6,108.0,0.0,434
434,2,4,108.0,0.0,435
435,2,8,108.0,0.0,436
436,3,3,108.0,0.0,437
437,3,6,108.0,0.0,438
438,4,4,108.0,0.0,439
439,4,8,108.0,0.0,440
440,5,2,108.0,0.0,441
441,5,6,108.0,0.0,442
442,6,2,108.0,0.0,443
443,6,6,108.0,0.0,444
444,7,4,108.0,0.0,445
445,7,6,108.0,0.0,446
446,8,3,108.0,0.0,447
447,8,7,108.0,0.0,448
448,1,2,112.0,0.0,449
449,1,7,112.0,0.0,450
450,2,1,112.0,0.0,451
451,2,8,112.0,0.0,452
452,3,3,112.0,0.0,453
453,3,7,112.0,0.0,454
454,4,4,112.0,0.0,455
455,4,7,112.0,0.0,456
456,5,2,112.0,0.0,457
457,5,8,112.0,0.0,458
458,6,4,112.0,0.0,459
459,6,7,112.0,0.0,460
460,7,4,112.0,0.0,461
461,7,8,112.0,0.0,462
462,8,3,112.0,0.0,463
463,8,7,112.0,0.0,464
464,1,5,116.0,0.0,465
465,1,8,116.0,0.0,466
466,2,3,116.0,0.0,467
467,2,7,116.0,0.0,468
468,3,3,116.0,0.0,469
469,3,8,116.0,0.0,470
470,4,3,116.0,0.0,471
471,4,7,116.0,0.0,472
472,5,2,116.0,0.0,473
473,5,6,116.0,0.0,474
474,6,1,116.0,0.0,475
475,6,8,116.0,0.0,476
476,7,3,116.0,0.0,477
477,7,7,116.0,0.0,478
478,8,5,116.0,0.0,479
479,8,6,116.0,0.0,480
480,1,5,120.0,0.0,481
481,1,8,120.0,0.0,482
482,2,5,120.0,0.0,483
483,2,8,120.0,0.0,484
484,3,5,120.0,0.0,485
485,3,6,120.0,0.0,486
486,4,3,120.0,0.0,487
487,4,7,120.0,0.0,488
488,5,2,120.0,0.0,489
489,5,6,120.0,0.0,490
490,6,1,120.0,0.0,491
491,6,6,120.0,0.0,492
492,7,5,120.0,0.0,493
493,7,7,120.0,0.0,494
494,8,1,120.0,0.0,495
495,8,8,120.0,0.0,496
496,1,1,124.0,0.0,497
497,1,7,124.0,0.0,498
498,2,5,124.0,0.0,499
499,2,7,124.0,0.0,500
500,3,5,124.0,0.0,501
501,3,7,124.0,0.0,502
502,4,5,124.0,0.0,503
503,4,8,124.0,0.0,504
504,5,2,124.0,0.0,505
505,5,8,124.0,0.0,506
506,6,1,124.0,0.0,507
507,6,7,124.0,0.0,508
508,7,1,124.0,0.0,509
509,7,7,124.0,0.0,510
510,8,1,124.0,0.0,511
511,8,7,124.0,0.0,512
512,1,1,128.0,0.0,513
513,1,8,128.0,0.0,514
514,2,5,128.0,0.0,515
515,2,6,128.0,0.0,516
516,3,3,128.0,0.0,517
517,3,6,128.0,0.0,518
518,4,4,128.0,0.0,519
519,4,6,128.0,0.0,520
520,5,2,128.0,0.0,521
521,5,8,128.0,0.0,522
522,6,3,128.0,0.0,523
523,6,6,128.0,0.0,524
524,7,1,128.0,0.0,525
525,7,6,128.0,0.0,526
526,8,1,128.0,0.0,527
527,8,6,128.0,0.0,528
528,1,4,132.0,0.0,529
529,1,7,132.0,0.0,530
530,2,4,132.0,0.0,531
531,2,6,132.0,0.0,532
532,3,3,132.0,0.0,533
533,3,7,132.0,0.0,534
534,4,4,132.0,0.0,535
535,4,6,132.0,0.0,536
536,5,1,132.0,0.0,537
537,5,8,132.0,0.0,538
538,6,3,132.0,0.0,539
539,6,8,132.0,0.0,540
540,7,4,132.0,0.0,541
541,7,8,132.0,0.0,542
542,8,1,132.0,0.0,543
543,8,8,132.0,0.0,544
544,1,4,136.0,0.0,545
545,1,8,136.0,0.0,546
546,2,4,136.0,0.0,547
547,2,8,136.0,0.0,548
548,3,3,136.0,0.0,549
549,3,7,136.0,0.0,550
550,4,4,136.0,0.0,551
551,4,8,136.0,0.0,552
552,5,1,136.0,0.0,553
553,5,8,136.0,0.0,554
554,6,3,136.0,0.0,555
555,6,7,136.0,0.0,556
556,7,4,136.0,0.0,557
557,7,6,136.0,0.0,558
558,8,3,136.0,0.0,559
559,8,8,136.0,0.0,560
560,1,4,140.0,0.0,561
561,1,7,140.0,0.0,562
562,2,3,140.0,0.0,563
563,2,7,140.0,0.0,564
564,3,4,140.0,0.0,565
565,3,8,140.0,0.0,566
566,4,3,140.0,0.0,567
567,4,7,140.0,0.0,568
568,5,1,140.0,0.0,569
569,5,7,140.0,0.0,570
570,6,3,140.0,0.0,571
571,6,7,140.0,0.0,572
572,7,3,140.0,0.0,573
573,7,8,140.0,0.0,574
574,8,3,140.0,0.0,575
575,8,7,140.0,0.0,576
576,1,3,144.0,0.0,577
577,1,6,144.0,0.0,578
578,2,3,144.0,0.0,579
579,2,7,144.0,0.0,580
580,3,4,144.0,0.0,581
581,3,6,144.0,0.0,582
582,4,3,144.0,0.0,583
583,4,7,144.0,0.0,584
584,5,2,144.0,0.0,585
585,5,7,144.0,0.0,586
586,6,3,144.0,0.0,587
587,6,7,144.0,0.0,588
588,7,5,144.0,0.0,589
589,7,6,144.0,0.0,590
590,8,3,144.0,0.0,591
591,8,7,144.0,0.0,592
592,1,5,148.0,0.0,593
593,1,6,148.0,0.0,594
594,2,5,148.0,0.0,595
595,2,6,148.0,0.0,596
596,3,2,148.0,0.0,597
597,3,6,148.0,0.0,598
598,4,5,148.0,0.0,599
599,4,6,148.0,0.0,600
600,5,2,148.0,0.0,601
601,5,7,148.0,0.0,602
602,6,2,148.0,0.0,603
603,6,6,148.0,0.0,604
604,7,5,148.0,0.0,605
605,7,8,148.0,0.0,606
606,8,3,148.0,0.0,607
607,8,6,148.0,0.0,608
608,1,1,152.0,0.0,609
609,1,6,152.0,0.0,610
610,2,1,152.0,0.0,611
611,2,7,152.0,0.0,612
612,3,1,152.0,0.0,613
613,3,8,152.0,0.0,614
614,4,1,152.0,0.0,615
615,4,7,152.0,0.0,616
616,5,1,152.0,0.0,617
617,5,6,152.0,0.0,618
618,6,2,152.0,0.0,619
619,6,8,152.0,0.0,620
620,7,1,152.0,0.0,621
621,7,6,152.0,0.0,622
622,8,3,152.0,0.0,623
623,8,8,152.0,0.0,624
624,1,1,156.0,0.0,625
625,1,8,156.0,0.0,626
626,2,1,156.0,0.0,627
627,2,8,156.0,0.0,628
628,3,1,156.0,0.0,629
629,3,6,156.0,0.0,630
630,4,1,156.0,0.0,631
631,4,6,156.0,0.0,632
632,5,1,156.0,0.0,633
633,5,6,156.0,0.0,634
634,6,2,156.0,0.0,635
635,6,6,156.0,0.0,636
636,7,1,156.0,0.0,637
637,7,8,156.0,0.0,638
638,8,3,156.0,0.0,639
639,8,7,156.0,0.0,640
640,1,1,160.0,0.0,641
641,1,7,160.0,0.0,642
642,2,1,160.0,0.0,643
643,2,7,160.0,0.0,644
644,3,1,160.0,0.0,645
645,3,7,160.0,0.0,646
646,4,1,160.0,0.0,647
647,4,6,160.0,0.0,648
648,5,1,160.0,0.0,649
649,5,6,160.0,0.0,650
650,6,2,160.0,0.0,651
651,6,8,160.0,0.0,652
652,7,1,160.0,0.0,653
653,7,6,160.0,0.0,654
654,8,5,160.0,0.0,655
655,8,7,160.0,0.0,656
656,1,1,164.0,0.0,657
657,1,8,164.0,0.0,658
658,2,1,164.0,0.0,659
659,2,6,164.0,0.0,660
660,3,1,164.0,0.0,661
661,3,8,164.0,0.0,662
662,4,1,164.0,0.0,663
663,4,8,164.0,0.0,664
664,5,5,164.0,0.0,665
665,5,7,164.0,0.0,666
666,6,3,164.0,0.0,667
667,6,7,164.0,0.0,668
668,7,1,164.0,0.0,669
669,7,7,164.0,0.0,670
670,8,5,164.0,0.0,671
671,8,8,164.0,0.0,672
672,1,1,168.0,0.0,673
673,1,6,168.0,0.0,674
674,2,1,168.0,0.0,675
675,2,8,168.0,0.0,676
676,3,1,168.0,0.0,677
677,3,8,168.0,0.0,678
678,4,1,168.0,0.0,679
679,4,8,168.0,0.0,680
680,5,5,168.0,0.0,681
681,5,6,168.0,0.0,682
682,6,3,168.0,0.0,683
683,6,6,168.0,0.0,684
684,7,1,168.0,0.0,685
685,7,6,168.0,0.0,686
686,8,5,168.0,0.0,687
687,8,6,168.0,0.0,688
688,1,1,172.0,0.0,689
689,1,7,172.0,0.0,690
690,2,1,172.0,0.0,691
691,2,7,172.0,0.0,692
692,3,1,172.0,0.0,693
693,3,8,172.0,0.0,694
694,4,1,172.0,0.0,695
695,4,7,172.0,0.0,696
696,5,5,172.0,0.0,697
697,5,7,172.0,0.0,698
698,6,4,172.0,0.0,699
699,6,7,172.0,0.0,700
700,7,1,172.0,0.0,701
701,7,8,172.0,0.0,702
702,8,4,172.0,0.0,703
703,8,8,172.0,0.0,704
704,1,1,176.0,0.0,705
705,1,6,176.0,0.0,706
706,2,1,176.0,0.0,707
707,2,6,176.0,0.0,708
708,3,1,176.0,0.0,709
709,3,6,176.0,0.0,710
710,4,1,176.0,0.0,711
711,4,6,176.0,0.0,712
712,5,5,176.0,0.0,713
713,5,8,176.0,0.0,714
714,6,4,176.0,0.0,715
715,6,8,176.0,0.0,716
716,7,1,176.0,0.0,717
717,7,8,176.0,0.0,718
718,8,4,176.0,0.0,719
719,8,6,176.0,0.0,720
720,1,4,180.0,0.0,721
721,1,8,180.0,0.0,722
722,2,4,180.0,0.0,723
723,2,7,180.0,0.0,724
724,3,1,180.0,0.0,725
725,3,6,180.0,0.0,726
726,4,1,180.0,0.0,727
727,4,8,180.0,0.0,728
728,5,5,180.0,0.0,729
729,5,6,180.0,0.0,730
730,6,4,180.0,0.0,731
731,6,6,180.0,0.0,732
732,7,1,180.0,0.0,733
733,7,7,180.0,0.0,734
734,8,4,180.0,0.0,735
735,8,7,180.0,0.0,736
736,1,4,184.0,0.0,737
737,1,8,184.0,0.0,738
738,2,4,184.0,0.0,739
739,2,8,184.0,0.0,740
740,3,3,184.0,0.0,741
741,3,7,184.0,0.0,742
742,4,1,184.0,0.0,743
743,4,7,184.0,0.0,744
744,5,5,184.0,0.0,745
745,5,8,184.0,0.0,746
746,6,3,184.0,0.0,747
747,6,8,184.0,0.0,748
748,7,3,184.0,0.0,749
749,7,8,184.0,0.0,750
750,8,4,184.0,0.0,751
751,8,7,184.0,0.0,752
752,1,2,188.0,0.0,753
753,1,6,188.0,0.0,754
754,2,4,188.0,0.0,755
755,2,6,188.0,0.0,756
756,3,3,188.0,0.0,757
757,3,6,188.0,0.0,758
758,4,1,188.0,0.0,759
759,4,6,188.0,0.0,760
760,5,5,188.0,0.0,761
761,5,8,188.0,0.0,762
762,6,3,188.0,0.0,763
763,6,6,188.0,0.0,764
764,7,3,188.0,0.0,765
765,7,6,188.0,0.0,766
766,8,3,188.0,0.0,767
767,8,6,188.0,0.0,768
768,1,2,192.0,0.0,769
769,1,7,192.0,0.0,770
770,2,4,192.0,0.0,771
771,2,7,192.0,0.0,772
772,3,3,192.0,0.0,773
773,3,7,192.0,0.0,774
774,4,2,192.0,0.0,775
775,4,8,192.0,0.0,776
776,5,1,192.0,0.0,777
777,5,8,192.0,0.0,778
778,6,2,192.0,0.0,779
779,6,8,192.0,0.0,780
780,7,4,192.0,0.0,781
781,7,6,192.0,0.0,782
782,8,3,192.0,0.0,783
783,8,7,192.0,0.0,784
784,1,2,196.0,0.0,785
785,1,6,196.0,0.0,786
786,2,4,196.0,0.0,787
787,2,6,196.0,0.0,788
788,3,5,196.0,0.0,789
789,3,6,196.0,0.0,790
790,4,2,196.0,0.0,791
791,4,6,196.0,0.0,792
792,5,2,196.0,0.0,793
793,5,7,196.0,0.0,794
794,6,3,196.0,0.0,795
795,6,7,196.0,0.0,796
796,7,4,196.0,0.0,797
797,7,7,196.0,0.0,798
798,8,3,196.0,0.0,799
799,8,7,196.0,0.0,800
800,1,3,200.0,0.0,801
801,1,8,200.0,0.0,802
802,2,2,200.0,0.0,803
803,2,8,200.0,0.0,804
804,3,5,200.0,0.0,805
805,3,7,200.0,0.0,806
806,4,2,200.0,0.0,807
807,4,7,200.0,0.0,808
808,5,2,200.0,0.0,809
809,5,7,200.0,0.0,810
810,6,2,200.0,0.0,811
811,6,8,200.0,0.0,812
812,7,4,200.0,0.0,813
813,7,6,200.0,0.0,814
814,8,3,200.0,0.0,815
815,8,6,200.0,0.0,816
816,1,3,204.0,0.0,817
817,1,7,204.0,0.0,818
818,2,2,204.0,0.0,819
819,2,6,204.0,0.0,820
820,3,3,204.0,0.0,821
821,3,6,204.0,0.0,822
822,4,2,204.0,0.0,823
823,4,6,204.0,0.0,824
824,5,5,204.0,0.0,825
825,5,6,204.0,0.0,826
826,6,2,204.0,0.0,827
827,6,6,204.0,0.0,828
828,7,4,204.0,0.0,829
829,7,6,204.0,0.0,830
830,8,3,204.0,0.0,831
831,8,6,204.0,0.0,832
832,1,3,208.0,0.0,833
833,1,6,208.0,0.0,834
834,2,2,208.0,0.0,835
835,2,8,208.0,0.0,836
836,3,3,208.0,0.0,837
837,3,8,208.0,0.0,838
838,4,2,208.0,0.0,839
839,4,8,208.0,0.0,840
840,5,1,208.0,0.0,841
841,5,8,208.0,0.0,842
842,6,3,208.0,0.0,843
843,6,7,208.0,0.0,844
844,7,4,208.0,0.0,845
845,7,7,208.0,0.0,846
846,8,3,208.0,0.0,847
847,8,8,208.0,0.0,848
848,1,3,212.0,0.0,849
849,1,7,212.0,0.0,850
850,2,2,212.0,0.0,851
851,2,6,212.0,0.0,852
852,3,5,212.0,0.0,853
853,3,7,212.0,0.0,854
854,4,2,212.0,0.0,855
855,4,6,212.0,0.0,856
856,5,1,212.0,0.0,857
857,5,7,212.0,0.0,858
858,6,3,212.0,0.0,859
859,6,6,212.0,0.0,860
860,7,4,212.0,0.0,861
861,7,6,212.0,0.0,862
862,8,3,212.0,0.0,863
863,8,6,212.0,0.0,864
864,1,3,216.0,0.0,865
865,1,6,216.0,0.0,866
866,2,2,216.0,0.0,867
867,2,8,216.0,0.0,868
868,3,5,216.0,0.0,869
869,3,6,216.0,0.0,870
870,4,2,216.0,0.0,871
871,4,8,216.0,0.0,872
872,5,1,216.0,0.0,873
