,u,i,ts,label,idx
146,2,1,36.0,0.0,147
147,2,7,36.0,0.0,148
148,3,1,36.0,0.0,149
149,3,11,36.0,0.0,150
150,4,1,36.0,0.0,151
151,4,9,36.0,0.0,152
152,5,1,36.0,0.0,153
153,5,7,36.0,0.0,154
154,6,1,36.0,0.0,155
155,6,7,36.0,0.0,156
156,7,1,36.0,0.0,157
157,7,11,36.0,0.0,158
158,8,1,36.0,0.0,159
159,8,7,36.0,0.0,160
160,1,1,40.0,0.0,161
161,1,7,40.0,0.0,162
162,2,1,40.0,0.0,163
163,2,8,40.0,0.0,164
164,3,1,40.0,0.0,165
165,3,7,40.0,0.0,166
166,4,1,40.0,0.0,167
167,4,7,40.0,0.0,168
168,5,1,40.0,0.0,169
169,5,7,40.0,0.0,170
170,6,1,40.0,0.0,171
171,6,9,40.0,0.0,172
172,7,5,40.0,0.0,173
173,7,8,40.0,0.0,174
174,8,2,40.0,0.0,175
175,8,7,40.0,0.0,176
176,1,1,44.0,0.0,177
177,1,7,44.0,0.0,178
178,2,1,44.0,0.0,179
179,2,7,44.0,0.0,180
180,3,1,44.0,0.0,181
181,3,8,44.0,0.0,182
182,4,5,44.0,0.0,183
183,4,8,44.0,0.0,184
184,5,5,44.0,0.0,185
185,5,7,44.0,0.0,186
186,6,6,44.0,0.0,187
187,6,8,44.0,0.0,188
188,7,5,44.0,0.0,189
189,7,8,44.0,0.0,190
190,8,6,44.0,0.0,191
191,8,8,44.0,0.0,192
192,1,1,48.0,0.0,193
193,1,8,48.0,0.0,194
194,2,1,48.0,0.0,195
195,2,7,48.0,0.0,196
196,3,1,48.0,0.0,197
197,3,8,48.0,0.0,198
198,4,5,48.0,0.0,199
199,4,10,48.0,0.0,200
200,5,5,48.0,0.0,201
201,5,8,48.0,0.0,202
202,6,3,48.0,0.0,203
203,6,9,48.0,0.0,204
204,7,1,48.0,0.0,205
205,7,11,48.0,0.0,206
206,8,6,48.0,0.0,207
207,8,11,48.0,0.0,208
208,1,1,52.0,0.0,209
209,1,7,52.0,0.0,210
210,2,1,52.0,0.0,211
211,2,8,52.0,0.0,212
212,3,5,52.0,0.0,213
213,3,7,52.0,0.0,214
214,4,5,52.0,0.0,215
215,4,8,52.0,0.0,216
216,5,1,52.0,0.0,217
217,5,11,52.0,0.0,218
218,6,6,52.0,0.0,219
219,6,8,52.0,0.0,220
220,7,1,52.0,0.0,221
221,7,7,52.0,0.0,222
222,8,1,52.0,0.0,223
223,8,7,52.0,0.0,224
224,1,1,56.0,0.0,225
225,1,8,56.0,0.0,226
226,2,1,56.0,0.0,227
227,2,7,56.0,0.0,228
228,3,5,56.0,0.0,229
229,3,7,56.0,0.0,230
230,4,1,56.0,0.0,231
231,4,9,56.0,0.0,232
232,5,1,56.0,0.0,233
233,5,11,56.0,0.0,234
234,6,3,56.0,0.0,235
235,6,7,56.0,0.0,236
236,7,1,56.0,0.0,237
237,7,7,56.0,0.0,238
238,8,1,56.0,0.0,239
239,8,7,56.0,0.0,240
240,1,1,60.0,0.0,241
241,1,7,60.0,0.0,242
242,2,1,60.0,0.0,243
243,2,7,60.0,0.0,244
244,3,1,60.0,0.0,245
245,3,11,60.0,0.0,246
246,4,1,60.0,0.0,247
247,4,7,60.0,0.0,248
248,5,1,60.0,0.0,249
249,5,7,60.0,0.0,250
250,6,6,60.0,0.0,251
251,6,7,60.0,0.0,252
252,7,1,60.0,0.0,253
253,7,8,60.0,0.0,254
254,8,1,60.0,0.0,255
255,8,8,60.0,0.0,256
256,1,1,64.0,0.0,257
257,1,8,64.0,0.0,258
258,2,5,64.0,0.0,259
259,2,8,64.0,0.0,260
260,3,1,64.0,0.0,261
261,3,9,64.0,0.0,262
262,4,1,64.0,0.0,263
263,4,8,64.0,0.0,264
264,5,6,64.0,0.0,265
265,5,8,64.0,0.0,266
266,6,1,64.0,0.0,267
267,6,8,64.0,0.0,268
268,7,5,64.0,0.0,269
269,7,7,64.0,0.0,270
270,8,1,64.0,0.0,271
271,8,8,64.0,0.0,272
272,1,1,68.0,0.0,273
273,1,8,68.0,0.0,274
274,2,5,68.0,0.0,275
275,2,11,68.0,0.0,276
276,3,1,68.0,0.0,277
277,3,7,68.0,0.0,278
278,4,1,68.0,0.0,279
279,4,11,68.0,0.0,280
280,5,6,68.0,0.0,281
281,5,11,68.0,0.0,282
282,6,1,68.0,0.0,283
283,6,7,68.0,0.0,284
284,7,3,68.0,0.0,285
285,7,7,68.0,0.0,286
286,8,1,68.0,0.0,287
287,8,11,68.0,0.0,288
288,1,1,72.0,0.0,289
289,1,7,72.0,0.0,290
290,2,5,72.0,0.0,291
291,2,7,72.0,0.0,292
292,3,1,72.0,0.0,293
293,3,7,72.0,0.0,294
294,4,1,72.0,0.0,295
295,4,7,72.0,0.0,296
296,5,6,72.0,0.0,297
297,5,7,72.0,0.0,298
298,6,5,72.0,0.0,299
299,6,9,72.0,0.0,300
300,7,3,72.0,0.0,301
301,7,8,72.0,0.0,302
302,8,1,72.0,0.0,303
303,8,7,72.0,0.0,304
304,1,1,76.0,0.0,305
305,1,7,76.0,0.0,306
306,2,6,76.0,0.0,307
307,2,8,76.0,0.0,308
308,3,3,76.0,0.0,309
309,3,8,76.0,0.0,310
310,4,1,76.0,0.0,311
311,4,8,76.0,0.0,312
312,5,6,76.0,0.0,313
313,5,8,76.0,0.0,314
314,6,3,76.0,0.0,315
315,6,8,76.0,0.0,316
316,7,3,76.0,0.0,317
317,7,8,76.0,0.0,318
318,8,1,76.0,0.0,319
319,8,8,76.0,0.0,320
320,1,1,80.0,0.0,321
321,1,7,80.0,0.0,322
322,2,6,80.0,0.0,323
323,2,9,80.0,0.0,324
324,3,5,80.0,0.0,325
325,3,9,80.0,0.0,326
326,4,1,80.0,0.0,327
327,4,11,80.0,0.0,328
328,5,6,80.0,0.0,329
329,5,8,80.0,0.0,330
330,6,1,80.0,0.0,331
331,6,7,80.0,0.0,332
332,7,1,80.0,0.0,333
333,7,7,80.0,0.0,334
334,8,1,80.0,0.0,335
335,8,7,80.0,0.0,336
336,1,6,84.0,0.0,337
337,1,8,84.0,0.0,338
338,2,1,84.0,0.0,339
339,2,7,84.0,0.0,340
340,3,5,84.0,0.0,341
341,3,8,84.0,0.0,342
342,4,1,84.0,0.0,343
343,4,7,84.0,0.0,344
344,5,5,84.0,0.0,345
345,5,9,84.0,0.0,346
346,6,1,84.0,0.0,347
347,6,7,84.0,0.0,348
348,7,1,84.0,0.0,349
349,7,7,84.0,0.0,350
350,8,2,84.0,0.0,351
351,8,8,84.0,0.0,352
352,1,1,88.0,0.0,353
353,1,8,88.0,0.0,354
354,2,1,88.0,0.0,355
355,2,8,88.0,0.0,356
356,3,1,88.0,0.0,357
357,3,11,88.0,0.0,358
358,4,1,88.0,0.0,359
359,4,8,88.0,0.0,360
360,5,5,88.0,0.0,361
361,5,7,88.0,0.0,362
362,6,1,88.0,0.0,363
363,6,8,88.0,0.0,364
364,7,1,88.0,0.0,365
365,7,7,88.0,0.0,366
366,8,6,88.0,0.0,367
367,8,11,88.0,0.0,368
368,1,1,92.0,0.0,369
369,1,7,92.0,0.0,370
370,2,5,92.0,0.0,371
371,2,8,92.0,0.0,372
372,3,1,92.0,0.0,373
373,3,7,92.0,0.0,374
374,4,5,92.0,0.0,375
375,4,11,92.0,0.0,376
376,5,3,92.0,0.0,377
377,5,7,92.0,0.0,378
378,6,3,92.0,0.0,379
379,6,9,92.0,0.0,380
380,7,3,92.0,0.0,381
381,7,8,92.0,0.0,382
382,8,6,92.0,0.0,383
383,8,7,92.0,0.0,384
384,1,1,96.0,0.0,385
385,1,9,96.0,0.0,386
386,2,1,96.0,0.0,387
387,2,7,96.0,0.0,388
388,3,1,96.0,0.0,389
389,3,8,96.0,0.0,390
390,4,1,96.0,0.0,391
391,4,7,96.0,0.0,392
392,5,1,96.0,0.0,393
393,5,7,96.0,0.0,394
394,6,3,96.0,0.0,395
395,6,9,96.0,0.0,396
396,7,3,96.0,0.0,397
397,7,8,96.0,0.0,398
398,8,1,96.0,0.0,399
399,8,8,96.0,0.0,400
400,1,3,100.0,0.0,401
401,1,9,100.0,0.0,402
402,2,5,100.0,0.0,403
403,2,7,100.0,0.0,404
404,3,1,100.0,0.0,405
405,3,8,100.0,0.0,406
406,4,1,100.0,0.0,407
407,4,8,100.0,0.0,408
408,5,1,100.0,0.0,409
409,5,8,100.0,0.0,410
410,6,1,100.0,0.0,411
411,6,7,100.0,0.0,412
412,7,1,100.0,0.0,413
413,7,10,100.0,0.0,414
414,8,1,100.0,0.0,415
415,8,8,100.0,0.0,416
416,1,3,104.0,0.0,417
417,1,9,104.0,0.0,418
418,2,3,104.0,0.0,419
419,2,9,104.0,0.0,420
420,3,1,104.0,0.0,421
421,3,9,104.0,0.0,422
422,4,1,104.0,0.0,423
423,4,8,104.0,0.0,424
424,5,1,104.0,0.0,425
425,5,9,104.0,0.0,426
426,6,1,104.0,0.0,427
427,6,8,104.0,0.0,428
428,7,1,104.0,0.0,429
429,7,7,104.0,0.0,430
430,8,1,104.0,0.0,431
431,8,9,104.0,0.0,432
432,1,3,108.0,0.0,433
433,1,8,108.0,0.0,434
434,2,6,108.0,0.0,435
435,2,8,108.0,0.0,436
436,3,1,108.0,0.0,437
437,3,7,108.0,0.0,438
438,4,1,108.0,0.0,439
439,4,10,108.0,0.0,440
440,5,1,108.0,0.0,441
441,5,7,108.0,0.0,442
442,6,1,108.0,0.0,443
443,6,9,108.0,0.0,444
444,7,6,108.0,0.0,445
445,7,7,108.0,0.0,446
446,8,1,108.0,0.0,447
447,8,7,108.0,0.0,448
448,1,3,112.0,0.0,449
449,1,8,112.0,0.0,450
450,2,6,112.0,0.0,451
451,2,8,112.0,0.0,452
452,3,1,112.0,0.0,453
453,3,7,112.0,0.0,454
454,4,1,112.0,0.0,455
455,4,7,112.0,0.0,456
456,5,5,112.0,0.0,457
457,5,7,112.0,0.0,458
458,6,1,112.0,0.0,459
459,6,9,112.0,0.0,460
460,7,4,112.0,0.0,461
461,7,11,112.0,0.0,462
462,8,1,112.0,0.0,463
463,8,8,112.0,0.0,464
464,1,6,116.0,0.0,465
465,1,11,116.0,0.0,466
466,2,1,116.0,0.0,467
467,2,9,116.0,0.0,468
468,3,1,116.0,0.0,469
469,3,8,116.0,0.0,470
470,4,1,116.0,0.0,471
471,4,7,116.0,0.0,472
472,5,5,116.0,0.0,473
473,5,8,116.0,0.0,474
474,6,1,116.0,0.0,475
475,6,7,116.0,0.0,476
476,7,5,116.0,0.0,477
477,7,11,116.0,0.0,478
478,8,1,116.0,0.0,479
479,8,8,116.0,0.0,480
480,1,3,120.0,0.0,481
481,1,7,120.0,0.0,482
482,2,1,120.0,0.0,483
483,2,7,120.0,0.0,484
484,3,1,120.0,0.0,485
485,3,8,120.0,0.0,486
486,4,1,120.0,0.0,487
487,4,8,120.0,0.0,488
488,5,5,120.0,0.0,489
489,5,11,120.0,0.0,490
490,6,5,120.0,0.0,491
491,6,7,120.0,0.0,492
492,7,1,120.0,0.0,493
493,7,7,120.0,0.0,494
494,8,1,120.0,0.0,495
495,8,7,120.0,0.0,496
496,1,3,124.0,0.0,497
497,1,8,124.0,0.0,498
498,2,1,124.0,0.0,499
499,2,8,124.0,0.0,500
500,3,1,124.0,0.0,501
501,3,7,124.0,0.0,502
502,4,1,124.0,0.0,503
503,4,8,124.0,0.0,504
504,5,1,124.0,0.0,505
505,5,7,124.0,0.0,506
506,6,5,124.0,0.0,507
507,6,8,124.0,0.0,508
508,7,5,124.0,0.0,509
509,7,7,124.0,0.0,510
510,8,1,124.0,0.0,511
511,8,8,124.0,0.0,512
512,1,3,128.0,0.0,513
513,1,7,128.0,0.0,514
514,2,1,128.0,0.0,515
515,2,10,128.0,0.0,516
516,3,1,128.0,0.0,517
517,3,7,128.0,0.0,518
518,4,1,128.0,0.0,519
519,4,8,128.0,0.0,520
520,5,1,128.0,0.0,521
521,5,8,128.0,0.0,522
522,6,5,128.0,0.0,523
523,6,8,128.0,0.0,524
524,7,5,128.0,0.0,525
525,7,7,128.0,0.0,526
526,8,1,128.0,0.0,527
527,8,11,128.0,0.0,528
528,1,5,132.0,0.0,529
529,1,8,132.0,0.0,530
530,2,1,132.0,0.0,531
531,2,7,132.0,0.0,532
532,3,1,132.0,0.0,533
533,3,8,132.0,0.0,534
534,4,4,132.0,0.0,535
535,4,8,132.0,0.0,536
536,5,1,132.0,0.0,537
537,5,7,132.0,0.0,538
538,6,5,132.0,0.0,539
539,6,8,132.0,0.0,540
540,7,6,132.0,0.0,541
541,7,11,132.0,0.0,542
542,8,1,132.0,0.0,543
543,8,8,132.0,0.0,544
544,1,5,136.0,0.0,545
545,1,8,136.0,0.0,546
546,2,1,136.0,0.0,547
547,2,8,136.0,0.0,548
548,3,1,136.0,0.0,549
549,3,7,136.0,0.0,550
550,4,5,136.0,0.0,551
551,4,9,136.0,0.0,552
552,5,1,136.0,0.0,553
553,5,8,136.0,0.0,554
554,6,5,136.0,0.0,555
555,6,7,136.0,0.0,556
556,7,1,136.0,0.0,557
557,7,11,136.0,0.0,558
558,8,1,136.0,0.0,559
559,8,7,136.0,0.0,560
560,1,1,140.0,0.0,561
561,1,8,140.0,0.0,562
562,2,1,140.0,0.0,563
563,2,9,140.0,0.0,564
564,3,1,140.0,0.0,565
565,3,7,140.0,0.0,566
566,4,6,140.0,0.0,567
567,4,7,140.0,0.0,568
568,5,1,140.0,0.0,569
569,5,11,140.0,0.0,570
570,6,3,140.0,0.0,571
571,6,7,140.0,0.0,572
572,7,1,140.0,0.0,573
573,7,8,140.0,0.0,574
574,8,2,140.0,0.0,575
575,8,8,140.0,0.0,576
576,1,1,144.0,0.0,577
577,1,11,144.0,0.0,578
578,2,1,144.0,0.0,579
579,2,7,144.0,0.0,580
580,3,1,144.0,0.0,581
581,3,8,144.0,0.0,582
582,4,6,144.0,0.0,583
583,4,8,144.0,0.0,584
584,5,1,144.0,0.0,585
585,5,7,144.0,0.0,586
586,6,3,144.0,0.0,587
587,6,9,144.0,0.0,588
588,7,1,144.0,0.0,589
589,7,8,144.0,0.0,590
590,8,1,144.0,0.0,591
591,8,11,144.0,0.0,592
592,1,1,148.0,0.0,593
593,1,7,148.0,0.0,594
594,2,1,148.0,0.0,595
595,2,7,148.0,0.0,596
596,3,1,148.0,0.0,597
597,3,8,148.0,0.0,598
598,4,6,148.0,0.0,599
599,4,11,148.0,0.0,600
600,5,1,148.0,0.0,601
601,5,8,148.0,0.0,602
602,6,3,148.0,0.0,603
603,6,8,148.0,0.0,604
604,7,1,148.0,0.0,605
605,7,8,148.0,0.0,606
606,8,1,148.0,0.0,607
607,8,7,148.0,0.0,608
608,1,1,152.0,0.0,609
609,1,8,152.0,0.0,610
610,2,1,152.0,0.0,611
611,2,8,152.0,0.0,612
612,3,1,152.0,0.0,613
613,3,9,152.0,0.0,614
614,4,1,152.0,0.0,615
615,4,7,152.0,0.0,616
616,5,1,152.0,0.0,617
617,5,7,152.0,0.0,618
618,6,3,152.0,0.0,619
619,6,7,152.0,0.0,620
620,7,6,152.0,0.0,621
621,7,7,152.0,0.0,622
622,8,6,152.0,0.0,623
623,8,8,152.0,0.0,624
624,1,1,156.0,0.0,625
625,1,7,156.0,0.0,626
626,2,1,156.0,0.0,627
627,2,8,156.0,0.0,628
628,3,1,156.0,0.0,629
629,3,7,156.0,0.0,630
630,4,1,156.0,0.0,631
631,4,8,156.0,0.0,632
632,5,1,156.0,0.0,633
633,5,7,156.0,0.0,634
634,6,6,156.0,0.0,635
635,6,8,156.0,0.0,636
636,7,6,156.0,0.0,637
637,7,9,156.0,0.0,638
638,8,1,156.0,0.0,639
639,8,8,156.0,0.0,640
640,1,1,160.0,0.0,641
641,1,8,160.0,0.0,642
642,2,1,160.0,0.0,643
643,2,9,160.0,0.0,644
644,3,1,160.0,0.0,645
645,3,7,160.0,0.0,646
646,4,1,160.0,0.0,647
647,4,11,160.0,0.0,648
648,5,6,160.0,0.0,649
649,5,8,160.0,0.0,650
650,6,6,160.0,0.0,651
651,6,11,160.0,0.0,652
652,7,6,160.0,0.0,653
653,7,7,160.0,0.0,654
654,8,1,160.0,0.0,655
655,8,8,160.0,0.0,656
656,1,1,164.0,0.0,657
657,1,8,164.0,0.0,658
658,2,1,164.0,0.0,659
659,2,7,164.0,0.0,660
660,3,5,164.0,0.0,661
661,3,8,164.0,0.0,662
662,4,1,164.0,0.0,663
663,4,8,164.0,0.0,664
664,5,6,164.0,0.0,665
665,5,11,164.0,0.0,666
666,6,6,164.0,0.0,667
667,6,7,164.0,0.0,668
668,7,6,164.0,0.0,669
669,7,8,164.0,0.0,670
670,8,1,164.0,0.0,671
671,8,11,164.0,0.0,672
672,1,1,168.0,0.0,673
673,1,7,168.0,0.0,674
674,2,5,168.0,0.0,675
675,2,8,168.0,0.0,676
676,3,5,168.0,0.0,677
677,3,8,168.0,0.0,678
678,4,1,168.0,0.0,679
679,4,7,168.0,0.0,680
680,5,6,168.0,0.0,681
681,5,7,168.0,0.0,682
682,6,6,168.0,0.0,683
683,6,8,168.0,0.0,684
684,7,3,168.0,0.0,685
685,7,8,168.0,0.0,686
686,8,1,168.0,0.0,687
687,8,7,168.0,0.0,688
688,1,1,172.0,0.0,689
689,1,7,172.0,0.0,690
690,2,5,172.0,0.0,691
691,2,7,172.0,0.0,692
692,3,1,172.0,0.0,693
693,3,7,172.0,0.0,694
694,4,1,172.0,0.0,695
695,4,7,172.0,0.0,696
696,5,6,172.0,0.0,697
697,5,8,172.0,0.0,698
698,6,6,172.0,0.0,699
699,6,8,172.0,0.0,700
700,7,3,172.0,0.0,701
701,7,8,172.0,0.0,702
702,8,1,172.0,0.0,703
703,8,7,172.0,0.0,704
704,1,1,176.0,0.0,705
705,1,7,176.0,0.0,706
706,2,1,176.0,0.0,707
707,2,8,176.0,0.0,708
708,3,1,176.0,0.0,709
709,3,7,176.0,0.0,710
710,4,1,176.0,0.0,711
711,4,8,176.0,0.0,712
712,5,6,176.0,0.0,713
713,5,8,176.0,0.0,714
714,6,6,176.0,0.0,715
715,6,8,176.0,0.0,716
716,7,1,176.0,0.0,717
717,7,7,176.0,0.0,718
718,8,1,176.0,0.0,719
719,8,8,176.0,0.0,720
720,1,3,180.0,0.0,721
721,1,8,180.0,0.0,722
722,2,1,180.0,0.0,723
723,2,8,180.0,0.0,724
724,3,1,180.0,0.0,725
725,3,7,180.0,0.0,726
726,4,1,180.0,0.0,727
727,4,8,180.0,0.0,728
728,5,1,180.0,0.0,729
729,5,11,180.0,0.0,730
730,6,1,180.0,0.0,731
731,6,9,180.0,0.0,732
732,7,1,180.0,0.0,733
733,7,7,180.0,0.0,734
734,8,1,180.0,0.0,735
735,8,8,180.0,0.0,736
736,1,3,184.0,0.0,737
737,1,8,184.0,0.0,738
738,2,1,184.0,0.0,739
739,2,7,184.0,0.0,740
740,3,1,184.0,0.0,741
741,3,8,184.0,0.0,742
742,4,1,184.0,0.0,743
743,4,7,184.0,0.0,744
744,5,1,184.0,0.0,745
745,5,7,184.0,0.0,746
746,6,5,184.0,0.0,747
747,6,7,184.0,0.0,748
748,7,1,184.0,0.0,749
749,7,7,184.0,0.0,750
750,8,2,184.0,0.0,751
751,8,8,184.0,0.0,752
752,1,3,188.0,0.0,753
753,1,7,188.0,0.0,754
754,2,3,188.0,0.0,755
755,2,11,188.0,0.0,756
756,3,5,188.0,0.0,757
757,3,8,188.0,0.0,758
758,4,1,188.0,0.0,759
759,4,7,188.0,0.0,760
760,5,1,188.0,0.0,761
761,5,7,188.0,0.0,762
762,6,3,188.0,0.0,763
763,6,9,188.0,0.0,764
764,7,3,188.0,0.0,765
765,7,8,188.0,0.0,766
766,8,6,188.0,0.0,767
767,8,11,188.0,0.0,768
768,1,1,192.0,0.0,769
769,1,8,192.0,0.0,770
770,2,6,192.0,0.0,771
771,2,7,192.0,0.0,772
772,3,1,192.0,0.0,773
773,3,7,192.0,0.0,774
774,4,1,192.0,0.0,775
775,4,7,192.0,0.0,776
776,5,3,192.0,0.0,777
777,5,9,192.0,0.0,778
778,6,1,192.0,0.0,779
779,6,7,192.0,0.0,780
780,7,3,192.0,0.0,781
781,7,8,192.0,0.0,782
782,8,1,192.0,0.0,783
783,8,7,192.0,0.0,784
784,1,1,196.0,0.0,785
785,1,11,196.0,0.0,786
786,2,6,196.0,0.0,787
787,2,8,196.0,0.0,788
788,3,1,196.0,0.0,789
789,3,7,196.0,0.0,790
790,4,1,196.0,0.0,791
791,4,8,196.0,0.0,792
792,5,3,196.0,0.0,793
793,5,9,196.0,0.0,794
794,6,1,196.0,0.0,795
795,6,8,196.0,0.0,796
796,7,1,196.0,0.0,797
797,7,11,196.0,0.0,798
798,8,1,196.0,0.0,799
799,8,8,196.0,0.0,800
800,1,3,200.0,0.0,801
801,1,9,200.0,0.0,802
802,2,3,200.0,0.0,803
803,2,8,200.0,0.0,804
804,3,1,200.0,0.0,805
805,3,9,200.0,0.0,806
806,4,1,200.0,0.0,807
807,4,9,200.0,0.0,808
808,5,3,200.0,0.0,809
809,5,9,200.0,0.0,810
810,6,1,200.0,0.0,811
811,6,9,200.0,0.0,812
812,7,1,200.0,0.0,813
813,7,7,200.0,0.0,814
814,8,1,200.0,0.0,815
815,8,9,200.0,0.0,816
816,1,5,204.0,0.0,817
817,1,7,204.0,0.0,818
818,2,3,204.0,0.0,819
819,2,9,204.0,0.0,820
820,3,1,204.0,0.0,821
821,3,7,204.0,0.0,822
822,4,1,204.0,0.0,823
823,4,10,204.0,0.0,824
824,5,3,204.0,0.0,825
825,5,8,204.0,0.0,826
826,6,1,204.0,0.0,827
827,6,9,204.0,0.0,828
828,7,5,204.0,0.0,829
829,7,8,204.0,0.0,830
830,8,1,204.0,0.0,831
831,8,7,204.0,0.0,832
832,1,3,208.0,0.0,833
833,1,8,208.0,0.0,834
834,2,3,208.0,0.0,835
835,2,8,208.0,0.0,836
836,3,1,208.0,0.0,837
837,3,8,208.0,0.0,838
838,4,1,208.0,0.0,839
839,4,7,208.0,0.0,840
840,5,6,208.0,0.0,841
841,5,8,208.0,0.0,842
842,6,1,208.0,0.0,843
843,6,7,208.0,0.0,844
844,7,5,208.0,0.0,845
845,7,7,208.0,0.0,846
846,8,1,208.0,0.0,847
847,8,7,208.0,0.0,848
848,1,6,212.0,0.0,849
849,1,8,212.0,0.0,850
850,2,6,212.0,0.0,851
851,2,8,212.0,0.0,852
852,3,6,212.0,0.0,853
853,3,8,212.0,0.0,854
854,4,1,212.0,0.0,855
855,4,7,212.0,0.0,856
856,5,6,212.0,0.0,857
857,5,11,212.0,0.0,858
858,6,1,212.0,0.0,859
859,6,7,212.0,0.0,860
860,7,6,212.0,0.0,861
861,7,11,212.0,0.0,862
862,8,1,212.0,0.0,863
863,8,8,212.0,0.0,864
864,1,3,216.0,0.0,865
865,1,7,216.0,0.0,866
866,2,6,216.0,0.0,867
867,2,9,216.0,0.0,868
868,3,6,216.0,0.0,869
869,3,11,216.0,0.0,870
870,4,1,216.0,0.0,871
871,4,7,216.0,0.0,872
872,5,1,216.0,0.0,873
